Using existing task list: /root/autodl-tmp/workspace/FastWAM/evaluate_results/libero_plus/create_only_test/tasks.txt
   libero_goal_1491                                                                                                                                                                                                                position the container holding the fermented grape beverage on the storage structure designed for organizing such containers             0.00
   libero_goal_1492                                                                                                                                                                                                                                      place the glass container of fermented grapes on the storage framework designed for holding such items             0.00
   libero_goal_1493                                                                                                                                                                                                                               place the glass container of fermented grapes onto the storage framework designed for holding such containers             0.00
   libero_goal_1494                                                                                                                                                                                                                                                                    for proper wine storage please place the bottle on the rack horizontally           100.00
   libero_goal_1495                                                                                                                                                                                                                                                                       the red wine needs to breathe start by putting the bottle on the rack           100.00
   libero_goal_1496                                                                                                                                                                                                                                 place the container for aged grape beverage into the storage framework designed for holding such containers             0.00
   libero_goal_1497                                                                                                                                                                                                                                                                                                ensure the wine bottle is placed on the rack           100.00
   libero_goal_1498                                                                                                                                                                                                                                                                     after dinner dont forget to put the wine bottle on the rack for storage           100.00
   libero_goal_1499                                                                                                                                                                                                                                                                                                      place the wine container in the holder             0.00
   libero_goal_1500                                                                                                                                                                                                                                        place the glass container for aged grape beverage onto the storage framework designed for such items             0.00
   libero_goal_1501                                                                                                                                                                                                                           position the glass container of fermented grape liquid onto the storage structure designed for holding such items             0.00
   libero_goal_1502                                                                                                                                                                                                                                                                before you leave remember to put the wine bottle on the rack near the window           100.00
   libero_goal_1503                                                                                                                                                                                                                                                                                     could you make sure the wine bottle ends up on the rack           100.00
   libero_goal_1504                                                                                                                                                                                                                                                                                       ensure the wine bottle is placed securely on the rack           100.00
   libero_goal_1505                                                                                                                                                                                                                                                                                                 could you place the wine bottle in the rack           100.00
   libero_goal_1506                                                                                                                                                                                                                                                                                        could you ensure the wine bottle ends up on the rack           100.00
   libero_goal_1507                                                                                                                                                                                                                                         place the glass container of fermented grapes onto the storage unit designed for holding such items             0.00
   libero_goal_1508                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 1           100.00
   libero_goal_1509                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 2           100.00
   libero_goal_1510                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 3           100.00
   libero_goal_1511                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 4           100.00
   libero_goal_1512                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 5           100.00
   libero_goal_1513                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 6           100.00
   libero_goal_1514                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 7           100.00
   libero_goal_1515                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 8           100.00
   libero_goal_1516                                                                                                                                                                                                                                                                  open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 9           100.00
   libero_goal_1517                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 10             0.00
   libero_goal_1518                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 12           100.00
   libero_goal_1519                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 13           100.00
   libero_goal_1520                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 14             0.00
   libero_goal_1521                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 15             0.00
   libero_goal_1522                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 16             0.00
   libero_goal_1523                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 17             0.00
   libero_goal_1524                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 18             0.00
   libero_goal_1525                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 19             0.00
   libero_goal_1526                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 20             0.00
   libero_goal_1527                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 21           100.00
   libero_goal_1528                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 23           100.00
   libero_goal_1529                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 24           100.00
   libero_goal_1530                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 25           100.00
   libero_goal_1531                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 26           100.00
   libero_goal_1532                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 27           100.00
   libero_goal_1533                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 28             0.00
   libero_goal_1534                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 35           100.00
   libero_goal_1535                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 36           100.00
   libero_goal_1536                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 37           100.00
   libero_goal_1537                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 38           100.00
   libero_goal_1538                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 39             0.00
   libero_goal_1539                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 40             0.00
   libero_goal_1540                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 41           100.00
   libero_goal_1541                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 42           100.00
   libero_goal_1542                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 43           100.00
   libero_goal_1543                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 44           100.00
   libero_goal_1544                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 45           100.00
   libero_goal_1545                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 46             0.00
   libero_goal_1546                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 47           100.00
   libero_goal_1547                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 48           100.00
   libero_goal_1548                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 49           100.00
   libero_goal_1549                                                                                                                                                                                                                                                                 open the middle drawer of the cabinet view 0 0 100 0 0 initstate 0 noise 50             0.00
   libero_goal_1550                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 4             0.00
   libero_goal_1551                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 5             0.00
   libero_goal_1552                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 6             0.00
   libero_goal_1553                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 7             0.00
   libero_goal_1554                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 8             0.00
   libero_goal_1555                                                                                                                                                                                                                                                                              put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 9             0.00
   libero_goal_1556                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 13             0.00
   libero_goal_1557                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 14             0.00
   libero_goal_1558                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 15             0.00
   libero_goal_1559                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 16             0.00
   libero_goal_1560                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 17             0.00
   libero_goal_1561                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 18             0.00
   libero_goal_1562                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 19             0.00
   libero_goal_1563                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 20             0.00
   libero_goal_1564                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 25             0.00
   libero_goal_1565                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 26             0.00
   libero_goal_1566                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 27             0.00
   libero_goal_1567                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 28             0.00
   libero_goal_1568                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 29             0.00
   libero_goal_1569                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 36             0.00
   libero_goal_1570                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 37             0.00
   libero_goal_1571                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 38             0.00
   libero_goal_1572                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 43             0.00
   libero_goal_1573                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 44             0.00
   libero_goal_1574                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 45             0.00
   libero_goal_1575                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 46             0.00
   libero_goal_1576                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 48             0.00
   libero_goal_1577                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 49             0.00
   libero_goal_1578                                                                                                                                                                                                                                                                             put the bowl on the stove view 0 0 100 0 0 initstate 0 noise 50             0.00
   libero_goal_1579                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 1           100.00
   libero_goal_1580                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 3           100.00
   libero_goal_1581                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 4           100.00
   libero_goal_1582                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 5           100.00
   libero_goal_1583                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 6             0.00
   libero_goal_1584                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 7             0.00
   libero_goal_1585                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 8             0.00
   libero_goal_1586                                                                                                                                                                                                                                                              put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 9             0.00
   libero_goal_1587                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 10             0.00
   libero_goal_1588                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 11             0.00
   libero_goal_1589                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 13           100.00
   libero_goal_1590                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 14             0.00
   libero_goal_1591                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 15             0.00
   libero_goal_1592                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 16             0.00
   libero_goal_1593                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 17             0.00
   libero_goal_1594                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 18             0.00
   libero_goal_1595                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 20             0.00
   libero_goal_1596                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 22           100.00
   libero_goal_1597                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 25             0.00
   libero_goal_1598                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 27             0.00
   libero_goal_1599                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 28             0.00
   libero_goal_1600                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 29             0.00
   libero_goal_1601                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 30             0.00
   libero_goal_1602                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 31             0.00
   libero_goal_1603                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 36             0.00
   libero_goal_1604                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 37             0.00
   libero_goal_1605                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 38             0.00
   libero_goal_1606                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 39             0.00
   libero_goal_1607                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 40             0.00
   libero_goal_1608                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 41           100.00
   libero_goal_1609                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 43           100.00
   libero_goal_1610                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 44           100.00
   libero_goal_1611                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 45             0.00
   libero_goal_1612                                                                                                                                                                                                                                                             put the wine bottle on top of the cabinet view 0 0 100 0 0 initstate 0 noise 46             0.00
